cityName,Content,Gender,nackName,Score,Time,userLevel,tagList
侯马,无功无过 看个热闹,2,宝贝yf201314,3.5,2021-02-18 18:27,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
苏州,挺好看的 没有网上说的那么难看啊,1,胡小晏_,5,2021-02-18 18:27,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
辽阳,7分也算是高分了,,,,,,
,,,,,,,
1,刘老板真有钱,3.5,2021-02-18 18:27,3,"{'fixed': [{'id': 4, 'name': '购票'}]}",,
洛阳,迟到了一年，终于上映了，非常喜欢唐探系列，剧情搞笑也有泪，很不错，推荐大家可以看看，很棒,null,陌上花开为君归,5,2021-02-18 18:27,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
武汉,还可以不错  但感觉没前两部好,null,uUo548048654,3.5,2021-02-18 18:27,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
西安,演员一如既往的风格，加入了日系元素，如相扑，动漫cosplay等等，只是最经典的本格推理的最后水落石出有些失望，虽然“战争遗孤”已经算尽最大可能地去贴近真实了，还是感到一些乏味，大概是因为一不小心还是落入了煽情老套里，并且口号声太重了。,2,Elaine,4,2021-02-18 18:27,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
常州,真是一部不错的喜剧，就是这名字不是唐人街探案吗？探案呢？这名字取错了吧（bushi,null,残樱未染,3,2021-02-18 18:26,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
成都,"看在刘昊然的面子上，给个及格分。作为一部侦探电影，毫无疑问是不合格的。
而整部电影中插入的广告之多，令人叹为观止！
说真的，电影里面插广告的见多了。为了插广告而不顾情节流畅度的，这还是我见得第一个！",null,达拉然访客,3,2021-02-18 18:26,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
抚松,还行吧，前面挺好，后面有点无聊,null,馬嫲Nana,3.5,2021-02-18 18:26,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
临沂,太好看了，电梯那一段差点笑死,null,myg309224495,5,2021-02-18 18:26,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
重庆,剧情很不错 初七了上座率也相当高 没有网上说的那么不堪入目 大家都在笑而且也有感人的点 看过之前的也会发现有很多细节扣的很好 推荐！,1,James,5,2021-02-18 18:26,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宁德,演员演技都很好,null,小柯65838,5,2021-02-18 18:26,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
太原,好看，我喜欢,null,_qqsh51433129354,4.5,2021-02-18 18:26,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
徐州,非常好看！！,null,TJX365254459,4.5,2021-02-18 18:26,0,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南京,剧情一般般，不过演员阵容是真厉害哦,null,twostarss,3.5,2021-02-18 18:26,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
佳木斯,2021搞笑贺岁档，很惊艳，唐探系列圆满,null,Catherine4835,4.5,2021-02-18 18:26,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
广州,有点点失望，笑点不够，笑点太尬了，除了电梯那一段之外都不行，前半段好无聊，没有悬疑，后面法庭太匆忙了,null,欧阳7123,2,2021-02-18 18:26,2,null
厦门,比一二部好笑，但是剧情没有一二部好,null,CECELIR,4,2021-02-18 18:26,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
遵义,一般把，没有第二部好看，而且感觉意志不把Q找出来，就为了明年继续拍第四部吗，无聊了,1,她如梦却似命i,4,2021-02-18 18:26,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
马鞍山,好看 期待下一部,null,Belle琪琪,4.5,2021-02-18 18:26,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
潮州,这部很烧脑，密室破案环节层层相扣，看到好困,2,X筱雅257,4.5,2021-02-18 18:26,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
垫江,还是可以……,null,九亿少女梦,3,2021-02-18 18:26,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
公安,五星好评分期付款，江湖路远，有缘再见！,null,krQ960584547,1,2021-02-18 18:26,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
兴化,还好吧，有一点哦,1,fWT753250827,4,2021-02-18 18:26,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
江山,不如以前，失望透顶,1,小古,0,2021-02-18 18:25,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
邵阳,一次说走就走的旅行🏃,null,果rrrr,5,2021-02-18 18:25,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
西宁,就是后门不开看完电影绕了一大圈路！,null,hxy倾莫倾城,2.5,2021-02-18 18:25,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
郑州,很精彩，很搞笑很幽默，值得看的一部剧,null,xYR630888768,4.5,2021-02-18 18:25,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
太原,哈哈哈哈哈哈，好看好看追了3部了，就认父亲那段忍不住哭了，推荐推荐,null,YmS965196729,5,2021-02-18 18:25,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
佛山,就当给个鼓励吧笑点还是比较密集的,1,Jchi,4.5,2021-02-18 18:25,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
诸城,好看nice,null,NaB458907596,5,2021-02-18 18:25,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
佛山,还可以,1,勤仔98,4,2021-02-18 18:25,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
大连,好看。。。。,null,夜殊95,5,2021-02-18 18:25,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
包头,整体效果感觉还不错，与之前相比有一点点雷同了，而且故事有一点儿凌乱，演员不错。,null,XOF740668226,4,2021-02-18 18:24,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
酒泉,马马虎虎吧，优点不赘述，和前作一样；缺点有3，1.电影被塞的太满，想展现的元素太多，感觉十分臃肿，虽然尽可能一带而过惊鸿一现了，但一大锅大杂烩味道肯定好不到哪去；2.笑点很普通，没必要加太多无聊的笑点，船舱上呕吐那段是真的无聊；3.泰国侦探尾声突然调查作案动机显得突兀，且大量情节可删。开篇略显夸张，耗费大量笔墨在没必要的追逐上，压缩了本就单薄的推理环节，整体来看还是推理太单薄反转不够多，整体上甚至不如唐人街探案电视剧。,null,回见回聊,3.5,2021-02-18 18:24,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
青岛,服装道具没得说，布景一级棒,null,uZe297581985,4.5,2021-02-18 18:24,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
周口,剧情没有前两部精彩,null,wZY407471569,3,2021-02-18 18:24,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
盱眙,好看好看期待唐人街探案4,null,yjj05,5,2021-02-18 18:24,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
周口,还可以，还是没有1好看。,2,时间是新欢00,4.5,2021-02-18 18:24,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
周口,还可以，还是没有1好看。,2,时间是新欢00,4.5,2021-02-18 18:24,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
慈溪,"不咋的
！
",null,PxP662774501,0.5,2021-02-18 18:24,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
浦江,"大失所望
大杂烩",null,周姐姐sakura,3,2021-02-18 18:23,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
北京,挺好的呀，为啥说烂，比李欢迎好多了,null,YIA801569640,5,2021-02-18 18:23,0,null
深圳,还不错，可以看,1,宋佳琪的帅老公,4,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东莞,剧情跟前两部相比较略显拖沓，影片开头的场面有点尬，后段太多日文了，听着有点困！,2,🐠 热 鱼 咸 🐠,3,2021-02-18 18:23,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
乌鲁木齐,野田昊真的帅,2,Better.,5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
三亚,其实很多疑点很多的，值得思考人性的问题,2,新 闻,5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
韶关,🉑🉑🉑🉑,null,iQ20000826文英吖,5,2021-02-18 18:23,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
即墨,还可以，值得期待唐4,null,静享阳光赏花开,5,2021-02-18 18:23,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
乐山,太酷了，刘昊然真的很帅,null,zlm20040913,5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
伊川,这次唐探真的给了我很多的惊喜，真的不得不说导演选角太厉害了，而且演员的演技也在线！是唐探系列的大片！,2,Sweet.,5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
海城,期待唐人街探案4,null,Ksk132173698,4.5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
重庆,超级好看冲啊,null,火山橘子,5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
固原,还是很不错的。,null,Xng576708877,5,2021-02-18 18:23,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邵阳,"搞笑也搞笑，分析案情也很清楚，结局也不错！！
终于知道了Q是谁，满足了！！
没有辜负我的期待",2,橘柚汽水,5,2021-02-18 18:22,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜宾,不知道为什么这部剧差评会有这么多 个人感觉非常不错 故事情节严谨有序 推敲合理 笑点也蛮多 建议可以看看,2,.,4,2021-02-18 18:22,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
达州,哈哈哈哈我笑死了!!!唐探三真的是春节档最好看的电影啊!!!等了这么久真的没有等错!!!刘昊然哥哥真的越看越帅哈哈哈哈,2,er-su鹤果,5,2021-02-18 18:22,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
封丘,非常好，很棒,2,№,5,2021-02-18 18:22,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邛崃,"还可以 到底什么时候才讲Q的事
",null,Floriana,4.5,2021-02-18 18:22,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邛崃,"还可以 到底什么时候才讲Q的事
",null,Floriana,4.5,2021-02-18 18:22,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
青岛,挺好的👌，。,null,t安静的角落,5,2021-02-18 18:22,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
江阴,我真的爱唐探系列✌ ,2,柒妳.,5,2021-02-18 18:22,1,null
顺德,说实话，觉得不管是唐人街电视剧还是电影，最大败笔就是那几个连续剧里面那几个**，前面邱泽演的好好的，后面那几个都不知道在干啥，在唐3电影又看到那几个真的好令人反感，就算是推新人也要有品质的推，我是很喜欢唐人街系列除了那几个**，希望唐4不要再看到他们......很无语,null,DNt174437029,2.5,2021-02-18 18:22,2,null
深圳,难看到不知道怎么评价，票价这么高，完全就是智商税产品,null,mhX756436672,0.5,2021-02-18 18:22,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
佳木斯,好，好，好，既幽默诙谐又不失感人悟理，厉害陈思诚，大大的赞👍🏻 ！,null,家家便利店8889987,5,2021-02-18 18:22,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
韶关,感觉一般般。,1,Corrupt,4,2021-02-18 18:21,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
商丘,"11
一样一样",null,pyO640537825,3.5,2021-02-18 18:21,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
瑞安,回家重刷了一二，还是一二精彩,2,冬日海岸线,5,2021-02-18 18:21,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
辽源,好看，，，不错。,null,TStangTS,5,2021-02-18 18:21,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
蚌埠,"挺好的 没有网上贬的那么差  
不得不说 里面的帅哥真多哇😽",null,Vnw484314515,5,2021-02-18 18:21,2,null
江津,期望越大，失望越大！剧情太乱，笑点低。全票一半是日语,null,l冷先生,2.5,2021-02-18 18:21,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
柳州,还不错，开心与情感并存,1,pWD867451734,4.5,2021-02-18 18:21,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
温州,"画面视觉效果还行情节太乱。
",null,aQJ276634623,3.5,2021-02-18 18:21,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
天津,太烂了，没法看,null,大公子08,0.5,2021-02-18 18:21,2,null
北京,画面精美，内容丰富，剧情饱满，演员表演到位，很热闹。看的开心，过年就图个乐呵，值。,null,碧海晴天,4.5,2021-02-18 18:21,2,null
常州,还不错，挺搞笑的,null,nnL281735677,4.5,2021-02-18 18:21,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
拉萨,场景切换太快，全是人堆，有些乱,2,张慧雯685,3,2021-02-18 18:21,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
淄博,没有一二部好看，但还可 以,null,cVh537101841,4.5,2021-02-18 18:20,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
呼和浩特,期望和实际相差悬殊，乱七八糟不知道演的什么,null,QoJ208200148,1.5,2021-02-18 18:20,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
北京,画面精美，内容丰富，剧情饱满，演员表演到位，很热闹。看的开心，过年就图个乐呵，值。,null,碧海晴天,4.5,2021-02-18 18:21,2,null
常州,还不错，挺搞笑的,null,nnL281735677,4.5,2021-02-18 18:21,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
拉萨,场景切换太快，全是人堆，有些乱,2,张慧雯685,3,2021-02-18 18:21,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
淄博,没有一二部好看，但还可 以,null,cVh537101841,4.5,2021-02-18 18:20,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
呼和浩特,期望和实际相差悬殊，乱七八糟不知道演的什么,null,QoJ208200148,1.5,2021-02-18 18:20,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
淄博,从探1看到探3，一直没失望过，期待探4,null,水灵978,5,2021-02-18 18:20,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
达州, 勉强及格吧,null,💤,3,2021-02-18 18:20,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
宜春,非常棒，不明白为什么那么多人说不好看。,null,邶亓学长,5,2021-02-18 18:20,2,null
邯郸,剧情有升华，有意义，整体效果不戳！但这个分真的对得起。可以去看个热闹，或者是完善唐探的宇宙观。但是真的还是要吐槽一下广告。“和平精英”是真的恶心，上来就是一张海报，这还可以接受。但后边的那个特别尬的一段广告植入，是真的太恶心了。虽说是喜剧但广告加的太像广告合集了。而且评定喜剧的标准不应该是能否把人逗笑。剧情上有时间可以二刷看一看。没有前两部惊艳,1,啊！叫什么名字啊,3.5,2021-02-18 18:20,2,null
宁波,还不错啦！有些地方有些无厘头，不过春节档就图个乐子,2,肥肥爱吃肉,5,2021-02-18 18:20,2,null
海口,剧情8错，画面也8错，唐1唐2唐3都看过，看完唐3之后回想了之前两部，觉得还不错，起码Q到的点我都知道，所以还是很推荐的🌈,2,Vanessa,4.5,2021-02-18 18:20,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
湛江,挺好看的(｡･ω･｡)ﾉ♡,2,萍水相逢081126,5,2021-02-18 18:20,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
湘西,不错哦！值得一看,1,s19870816,4.5,2021-02-18 18:20,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
永兴县,节奏不错，从头到尾不会感觉无聊的电影，剧情有硬伤，太想引出q这个组织。,1,，寻细水长流,3.5,2021-02-18 18:20,2,null
辽阳,还行，给个满分吧,null,KkK877003254,5,2021-02-18 18:20,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
漳州,分不清是喜剧片还是悬疑片，分不清是国产片还是日本片，特效不错，演枝不错。给  8.5分,1,泥 菩萨,0,2021-02-18 18:19,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
叶县,还行，没有特别的惊喜吧，中规中矩,null,旭凤,4,2021-02-18 18:19,1,null
中山,搞笑一点点，这么贵的票，看到有华仔也值了！期待下一步和下下部。,null,缤纷北极企鹅,5,2021-02-18 18:19,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
拉萨,可以看。。？。,1,为你等待zdk,4.5,2021-02-18 18:19,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
成都,还行吧，挺好的,null,agI472952003,5,2021-02-18 18:19,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
成都,还行吧，挺好的,null,agI472952003,5,2021-02-18 18:19,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
阜阳,好看…………,null,sxx991155,5,2021-02-18 18:19,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东营,机智的男人就是帅，感触点还是挺多的，值得去看。,null,Dkg344411679,5,2021-02-18 18:19,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
北京,剧情紧凑。推理能力强。喜剧搞笑。不错的影片。,2,雷清,5,2021-02-18 18:19,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
滕州,片子太差了，真的去一次看，别去第二次，真垃圾的片子，纯粹的广告片子，看到一半和平精英都出来了，，反正我直接没看完就走了，看了前两部对第三部的希望太大，反正不建议大家去看，也不知道为啥这样的烂片子能这么高，希望太大失望更大，这个话纯粹说的唐人街探案3,1,那是如果,0.5,2021-02-18 18:19,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
三台县,个人观点:挺好看的,null,UNm910857149,5,2021-02-18 18:18,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南京,没有期待的那么好看,null,Ugf209453474,3,2021-02-18 18:18,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
昌吉,68一张票感觉是买了一首歌,2,YuSanAA,2.5,2021-02-18 18:18,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
乌鲁木齐,需要看网剧，才能接上里面出来的新人物,null,苏荷呐,4.5,2021-02-18 18:18,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
江都,越来越差，不是两主角，应该都没人来看了,1,EyH649637898,2,2021-02-18 18:18,2,null
广州,听了几个小时日语，没看头..,1,周小威💋,3,2021-02-18 18:18,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
肥城,"烂到爆炸我服了
",null,,0.5,2021-02-18 18:18,1,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
宁波,挺好的。。。,null,卖鱼的,5,2021-02-18 18:18,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
商洛,难看！我中间居然睡着了,null,xfw419208977,0.5,2021-02-18 18:18,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
松原,好看！！！！,null,Z赵稚诺,5,2021-02-18 18:18,2,null
抚顺,期望越高，失望越高,2,秀的快乐,3,2021-02-18 18:18,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
乌鲁木齐,半鸡肋半烧脑吧算是,null,_weixin454881174,3.5,2021-02-18 18:18,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
海口,超级好看，准备二刷！,null,槿儿,5,2021-02-18 18:18,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
滁州,摊牌了，我是q。,null,陈文德c,5,2021-02-18 18:18,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
老河口,不错，还行吧,null,IvQ329408553,4,2021-02-18 18:18,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
老河口,不错，还行吧,null,IvQ329408553,4,2021-02-18 18:18,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宁波,还行吧，没评价中那么不堪！,null,周路随想,4.5,2021-02-18 18:18,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
合肥,最后太伤心了,1,你要去相信吧,4.5,2021-02-18 18:18,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
荆州,脑阔疼看的 有点乱,2,L,2.5,2021-02-18 18:18,0,"{'fixed': [{'id': 4, 'name': '购票'}]}"
万州,没毛病老铁。,1,_,5,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
攸县,电影挺好看的的，就是春节期间带小孩的多有点吵,2,yOL924796836,4.5,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
西宁,剧情还不错哦！,1,GuVince,4.5,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
本溪,真不错昂 虽然没怎么看 但是昊然挺帅的🌚✨,null,Pisyx,5,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
湛江,一般般，等第四部吧,1,宏仔,5,2021-02-18 18:17,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
乐山,其实真的很好看,null,ClN567321343,5,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
驻马店,剧情有点烂，但是值得一看,1,Fan city.,4.5,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
常熟,"挺好看的，不错
",null,cuj441110144,5,2021-02-18 18:17,2,null
贵阳,很一般，剧情没有之前的好看了。,2,ANNIE,2.5,2021-02-18 18:17,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
滁州,看到中间居然睡着了。真相告白那段还是不错的。看哭了。总体还是不错的。期待第四部。,2,づ蕪訫傷鉨,4,2021-02-18 18:17,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
太原,挺好看的，没有网上说的很差,null,YZu986920050,4.5,2021-02-18 18:16,2,null
东台,等了一年，名气大于作品内容，推理如同儿戏。广告植入生硬，和平精英广告拉跨的一笔。全剧记住的，只有张子枫那一段。本来没啥兴趣的朋友，可以不用看，没啥意思,null,西辞mean,2,2021-02-18 18:16,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
娄底,我觉得可🉑 可,2,wait.,5,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
包头,不明白为什么评分那么低 真的很棒的！,null,优优即正义,5,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
丹阳,不知道放的什么意思,2,Ginababy001,2.5,2021-02-18 18:16,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
博兴,有看点，有故事,2,A老台门,4.5,2021-02-18 18:16,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
博兴,有看点，有故事,2,A老台门,4.5,2021-02-18 18:16,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
合肥,我觉得挺好看的，虽然也有人说的这样那样的不好，作为观众们，作为一部喜剧看放松心情有什么不好。,2,_qqfz61379394983,4.5,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
郑州,属实不咋的，纯粹宣传出来的，再加上去年没上映，吊足了胃口…,1,旧事酒浓,2.5,2021-02-18 18:16,0,null
丰城,有点无聊，有些剧情还是可以的,1,楊,4,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
成都,超级好看(๑>؂<๑）,null,PEc402046774,5,2021-02-18 18:16,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
费县,好看，笑点不少。。。。画面感很强！,2,reb918808652,4.5,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东莞,看着还可以，感觉唯一的看点就是张子枫那个眼神。张子枫的眼神让我有阴影了。可怕。,2,Helloying瑜,4,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
韶关,一般般，请多出点帅哥,2,㫪,4,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
石狮,什么鬼剧情？,1,世丰管-彭振午,1,2021-02-18 18:16,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
长春,好看，我没有啥好词形容了,2,~~白祺荏『Emoji』,4.5,2021-02-18 18:16,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
