cityName,Content,Gender,nackName,Score,Time,userLevel,tagList
银川,植入广告过于明显,1,随风去,3,2021-02-18 18:45,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
辽中,期待唐人街探案4,1,_Me-未成年,5,2021-02-18 18:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
连云港,说实话，一般……,2,劉鸿儒,2.5,2021-02-18 18:45,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
渭南,无厘头的插播,1,阿帅呀,2.5,2021-02-18 18:45,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
杭州,想陪着刘昊然一起从唐探开始,null,AuZ403670410,5,2021-02-18 18:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
银川,还可以吧 王者荣耀太尬了,null,OxO501385419,3.5,2021-02-18 18:45,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
淄博,"我觉得很好看啊！
一上来就很好笑诶
不得不说唐探三里面的配乐真的绝了好叭！
配上巨幕杜比 太身临其境了！
野田昊好帅…hhh
看的很爽 期待唐探4",2,F,5,2021-02-18 18:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
锦州,还行，结局一般,null,zzj689363833,4,2021-02-18 18:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
大理,反正我喜欢的。,null,pRe299492264,5,2021-02-18 18:45,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
长沙,还好咯 没什么蛮大的内涵,null,仙柚kiyomi,3.5,2021-02-18 18:44,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
遵义,说实话~~感觉一般,1,安稳先生,2,2021-02-18 18:44,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
商丘,挺好看的。。。。。。,2,张小护m,5,2021-02-18 18:44,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
长春,没有前俩部好看，没有什么破案心意,null,Rhn278511101,2.5,2021-02-18 18:44,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
射阳,有点失望～～,2,dpJ676181335,3.5,2021-02-18 18:44,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
自贡,我没有专业影评人那么精益求精，我觉得笑点地方很不错，总体也还好，并没有某些人说的那么不堪,2,🍓      Y.yཻ🧸ྀི,5,2021-02-18 18:44,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
泰州,没有在大年初一凑热闹票太贵,null,晶哥很酷哦,3.5,2021-02-18 18:44,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
株洲,剧情太杂乱了不过还是烧脑最后彩蛋是有第4部？挺期待的。,1,刘兵,4.5,2021-02-18 18:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
射阳,秦朝之风，唐朝之仁，宋朝之义,1,蒙奇·D·黄猿,5,2021-02-18 18:44,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,真的没有黑评那么差，基本水准还是有的，我感觉很好笑，也很热闹。故事性，逻辑性，结局也挺丰满的，真的没有很差。还是值得看的。,null,fJt811464146,4.5,2021-02-18 18:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
衡水,广告和部分打酱油的角色令观感打了点折，不过剧情和主演很不错,null,ajb592669590,4.5,2021-02-18 18:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,真的没有黑评那么差，基本水准还是有的，我感觉很好笑，也很热闹。故事性，逻辑性，结局也挺丰满的，真的没有很差。还是值得看的。,null,fJt811464146,4.5,2021-02-18 18:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
衡水,广告和部分打酱油的角色令观感打了点折，不过剧情和主演很不错,null,ajb592669590,4.5,2021-02-18 18:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
大连,没让我失望，果然难看，比我想象的还难看，太差了，乱七八糟，无聊，闹挺，王宝强演的是啥呀，别出4了，求你了陈思诚,1,鞠晓辉,0.5,2021-02-18 18:44,3,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
东莞,剧情细节个人觉得不怎么样，真相环环扣一环排得不够震撼，剧情中出现的Q是在为唐探4做铺垫吗,2,taL258026248,4,2021-02-18 18:44,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
西平,很棒，不太懂为什么大家说很差劲，感觉挺棒的，但是这部剧是要和之前的剧相连接的，比如网剧，而且如果将唐探3中的所有广告都换成是日本或者其他国家的，咱们还会觉得广告多吗？答案肯定是不会，因为大部分人根本看不懂那些是不是广告。观影中你会发现大家都被带入进去了，因为搞笑的地方大家都笑的真实，悬疑，惊吓的地方大家都屏住呼吸，或者猛的被吓到。值得看，值得推荐，网络是把双刃剑，哪个话题热度高哪个话题就会被很多人博流量，被噴。与其听别人乱调侃，不如自己认真的带着欣赏的心态去真实体验一把影片。,null,默七,5,2021-02-18 18:44,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南阳,还行，广告有点硬。,2,Forest,3.5,2021-02-18 18:43,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
绍兴,说实话，很烂，一个装神经，一个装正经，真不知道陈思诚编剧功底如此烂,null,Q～嘘～别动,0.5,2021-02-18 18:43,3,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
呼伦贝尔,很好，很不错,null,啊哦嗯呃啥,4.5,2021-02-18 18:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
重庆,一开头就打，是什么原因，笑点太少，梗是用了一次又一次，哭点也不感人，可能说的是日语吧，没有中文表达感情来的丰富，如果拍4，还是这样就没有兴趣看了。,null,jpz103410064,3.5,2021-02-18 18:43,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
盘锦,😏😏😏😏,2,ZfY75668002,4,2021-02-18 18:43,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
淄博,我感觉很好看呀，不过可能笑点没前两部多了，不过依旧很🉑 ，也没有别人说的后面全是广告那么严重，也就一点点广告不碍事的,null,不再吃肉！！！,5,2021-02-18 18:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东莞,还可以，还可以,null,yoyosyli,4,2021-02-18 18:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
扬州,可以挺好看的,1,李爱马,4,2021-02-18 18:43,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
葫芦岛,和她看的第八部电影,1,Chuan岳_,5,2021-02-18 18:43,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
福州,还可以，不错,2,pengyu7262,5,2021-02-18 18:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
临沂,别听别人瞎说，说《唐人街探案》三不好看 ，不自己亲自看，根本不知道有多好看 ，都说唐人三不好 我看就是很好，非常好 不要道听途说 ,2,乔沐an平凡,5,2021-02-18 18:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
杭州,期望太高导致没那么惊喜,1,关耳xxx,4,2021-02-18 18:43,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
惠州, 我付款的时候犹豫了一下 没必要也有必要  反正也是等了很久的电影  一个人随便打发时间也就看完了 没有多大笑点所以并没有很开心 等了很久的电影因为没多少期待值了所以也没多失望,null,酸了,3,2021-02-18 18:43,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
佛山,我觉得挺好看的，贺岁片本来就要闹一点，而且剧情也挺好的，没有别人说的那么不值得看，李焕英和唐人街还有光头强都看了，觉得都值得一看，过几天准备带家里人二刷。,2,ing,4.5,2021-02-18 18:43,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
上海,好看，故事环环相扣结尾感人动人，反应现在社会现象。我不是某些人地球上没有他看的电影了，没有编剧的本事，到有说三道四的本事。,null,THr901060200,5,2021-02-18 18:42,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
上海,好看，故事环环相扣结尾感人动人，反应现在社会现象。我不是某些人地球上没有他看的电影了，没有编剧的本事，到有说三道四的本事。,null,THr901060200,5,2021-02-18 18:42,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,真的是一部毫无亮点的电影，全是bug，要不是新年上影，我连一星也不给，,null,keith_sheu,2,2021-02-18 18:42,3,null
漳州,很好看呀，不明白为啥被黑，只是3推理部分没一二部那么严谨和环环相扣，希望唐探四更精彩，不能光顾着搞笑，推理案件希望下一部能精彩一些,null,淇若kun,5,2021-02-18 18:42,0,null
遂宁,风昊！！！！,2,清书.,5,2021-02-18 18:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
丹东,好看，没有辜负期待,2,念念吃不月半,5,2021-02-18 18:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
济源,推理太少，直接就……知道凶手了，我认为电影重心犯放错了，不能为了观众开心而忘记本心。而且，剧情很多地方都模仿了唐探2，没有创新创意,1,༻҉ꦼ随遇ꦿ҉᭄而安ꦼ҉༺,2.5,2021-02-18 18:42,2,null
保山,很精彩，我们喜欢看,null,rJz68107845,4.5,2021-02-18 18:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
菏泽,爆米花电影，适合一家人一起看。,null,qPg956706020,4,2021-02-18 18:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
徐州,一般吧。。。,2,姗姗姗儿啊,3,2021-02-18 18:42,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
广元,很好看很喜欢,null,猪宝贝1134,5,2021-02-18 18:42,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南宁,OK强力推荐,1,努力和爱自己yo,5,2021-02-18 18:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
临沭,还算可以吧  ,2,snowing315,5,2021-02-18 18:41,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
任丘,算是看的比较晚的了，看了网上好多的评论，其实已经做好了不好看的准备，但是还是意外觉得不错。之所以网上说的推理偏弱，是因为这一部更多的牵引了Q这个组织的出现，让唐探宇宙得以进一步的扩大，但是推理部分作为一个大众人的我依旧觉得不赖，总之还是值得看的，期待第四部！,1,这个阿荣,4.5,2021-02-18 18:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
北京,李焕英探案还挺好看,1,LxxxT,5,2021-02-18 18:41,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
句容,还可以吧不错,1,Hl藤原拓海,5,2021-02-18 18:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,好好尴尬刚刚,null,XBb797308171,5,2021-02-18 18:41,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
开封,"很搞笑
很有趣",null,Nic_尼克,4.5,2021-02-18 18:41,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
黄山,看网上说不好看，所以今天特地去试试，个人觉得很好看，值得去看的电影!具体不剧透了,null,Abu892464072,4.5,2021-02-18 18:40,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,非常喜欢，今天二刷，喜剧，悬疑，推理，情感。都蛮好的，值得推荐！,null,Felixi,5,2021-02-18 18:40,0,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南宁,你以为你很幽默吗,null,风籁。,2.5,2021-02-18 18:40,3,null
南宁,你以为你很幽默吗,null,风籁。,2.5,2021-02-18 18:40,3,null
建湖,还是挺好看的,2,金牛座的梦想者,5,2021-02-18 18:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东海,一般般吧，故事结尾很老套，强行煽情，特尬,null,dDs637014382,3,2021-02-18 18:40,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
凉山,个人感觉没有第二部精彩,1,耶路撒冷347,4,2021-02-18 18:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东莞,很好看继续加油,1,김태형🇰🇷,5,2021-02-18 18:40,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
仪征,既然父亲已经做好替女儿认罪的准备，为什么还要请侦探来调查证明自己的亲白。既然父亲已经做好替女儿认罪的准备，为什么还要请侦探来调查证明自己的亲白。既然父亲已经做好替女儿认罪的准备，为什么还要请侦探来调查证明自己的亲白。既然父亲已经做好替女儿认罪的准备，为什么还要请侦探来调查证明自己的亲白。,1,小哥哥喜欢剪短发,3,2021-02-18 18:39,2,null
鹰潭,看似不正经的同伴(唐仁)，却在自己(秦风)被冤枉时，依旧相信自己。在几次的案件后，他们都成为了互相最默契、最信赖的人。,null,czd542916078,5,2021-02-18 18:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
兰州,很棒，好看!,null,笑菲的等待,4.5,2021-02-18 18:39,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
巴中,我🉑，期待第四季,null,抬头看星星吖,5,2021-02-18 18:39,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南京,额聚宝楼女的独特福特,null,keC133456362,2.5,2021-02-18 18:38,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
遵义,过渡吧，案子确实没有前两部精彩，不过还是不错的,null,Shiho685,5,2021-02-18 18:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
昌江黎族自治县,至于Q是谁大家自己去看吧,null,Yogurt.Y,5,2021-02-18 18:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
高碑店,和媛媛的第二部电影 很开心 还问和媛媛看好多好多,null,Ccv675401001,5,2021-02-18 18:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
广州,刘昊然好帅啊,2,Kaye.,2.5,2021-02-18 18:38,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
武汉,剧情我看到的没有什么漏洞（不知道是不是我智商太低）画面不错 演员演技依旧很好 记忆最深的还是思诺（张子枫饰）在教堂推唐仁（王宝强饰）以此来表示秦风（刘昊然饰）事件的真相 还有Q邀请秦风的时候秦风没有答应是有一些遗憾的感觉 我还是挺期待后期秦风会成为Q的,2,Z.,4.5,2021-02-18 18:38,2,null
辽阳,逗。        ,2,胖彤962,5,2021-02-18 18:38,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
沈阳,可能是期待一年，预想的太好，所以有些人就会挑剔的觉得这部不好~其实系列剧本身就很难超越第一部~整体《唐人3》还是不错的，笑点有，有人说王宝强有些太卖力气的“逗乐”，确实，可王宝强的强处不就突出在~傻~呆的一语惊人处么~《唐人3》中的一些剧情也是借鉴来的，侦探推理剧大多场景也都如此，不能说不好，《你好，李焕英》也是小品改编，我想表达的就是，给所有导演和演员辛勤的付出点个赞👍 我会期待《唐人4》这个系列也会看下去！,2,🌟 缘来是媛 ,4.5,2021-02-18 18:38,0,null
茂名,剧情很好 演技都不错 总结就是超好看,null,CikG-,5,2021-02-18 18:38,1,null
徐州,唐人街探案3唐探系列最宏大、最有野心也是最关键的一部，真正奠定了唐探宇宙的概念：善恶交织的世界，我们选择用正义一路前行；同时也明确了唐探前进的方向：过年看唐探。围绕这两点，电影由工业喜剧和案件推理交叉推进。高明的是，喜剧元素并不是完全独立的，而是围绕案件推进，有时甚至会成为推理的一个支点，成为工业喜剧的新走向。在制作上也开始全面升级，唐一在曼谷，曼谷差不多只是一个故事背景，到唐探三，对地域风情就有了更多大手笔的展现，东京不再只是一个背景地，而是一个风情万千的城市。演员还是推王宝强，刘昊然的表现固然令人印象深刻，但王宝强在疯狂喜剧和正剧之间的转换更打动人心，他一个人寞然离开东京的时候，真正感受到唐仁常对秦风的一句“我们是血浓于水的亲戚啊”！陈思诚兼顾起推理、喜剧、亲情以及友情、爱情等多个看点，它即合家欢，但又超越了一般意义上的合家欢，祝愿唐探系列一路长红，“过年看唐探”真正成为观众的潜意识选择！,1,徐州小蓝莓,5,2021-02-18 18:38,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
乌鲁木齐,玫瑰送谁都浪漫电影和谁看都好看,1,走心小老板,5,2021-02-18 18:38,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,还可以，我感觉不错,1,Endless森,5,2021-02-18 18:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
福州,不错，非常好看。,1,吴猎鹰,5,2021-02-18 18:37,1,null
重庆,"很不错，可以
",null,博哥妈,4.5,2021-02-18 18:37,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
乌鲁木齐,个人觉得不错,1,Trouvaille,5,2021-02-18 18:37,2,null
杭州,前面好笑点  为了看搞笑去的,null,单临佐止,3.5,2021-02-18 18:37,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
余姚,如果有零分，正想打零分,null,aCi330604193,0.5,2021-02-18 18:37,0,null
钦州,还可以的吧。,null,YeIIowJack,5,2021-02-18 18:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
天津,期待了很久的,null,bRS398701072,4.5,2021-02-18 18:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
锡林郭勒,好看，超级好看,2,gYV836014755,4.5,2021-02-18 18:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
东莞,"还不错啊没有网上差评说的那样,看得很开心也很过瘾,凡事还是要自己亲自感受吧!",null,lVE203783962,4.5,2021-02-18 18:37,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
乌鲁木齐,很好看，非常好看,1,Husen407,5,2021-02-18 18:37,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
保定,感觉影片内容没有太大的意思，看不到惊喜。,null,ygF339973475,2.5,2021-02-18 18:36,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
凉山,一般，没得前两部故事有悬念,null,矿队钢铁girl,3.5,2021-02-18 18:36,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
盐城,好看，很搞笑,null,mza179897635,5,2021-02-18 18:36,0,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邯郸,剧情不太好，只能说憋了两年多了期望太高,null,KKL739116229,3.5,2021-02-18 18:36,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
汕头,还行吧，可以看看,null,Molly金金114,4.5,2021-02-18 18:36,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
福州,怎么说，还行吧，也不至于很差，可能就是之前的期望值拉的太高了。整体都还不错，整个大场面都拍的很好，就是有些地方没太看懂，演员演技都挺好，不会让人觉得出戏。之后如果出第四部还是会期待一下的,2,兴兴兴兴兴.,3.5,2021-02-18 18:36,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
辽阳,期待。   ,1,李泽瀚、,4.5,2021-02-18 18:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
启东,个人觉得达到了期待,1,天上云草,5,2021-02-18 18:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
深圳,等了一年感觉剧情有点杂，可能是为了第四部做铺垫吧。,1,Mr Chen,5,2021-02-18 18:36,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
呼和浩特,一起看电影。,null,哦了个D,4.5,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
海城,还可以，之前没对这个太关注，因为也不是1，2培养下来的观众，陪朋友去看，有点儿惊喜，但是有的也有点儿硬吧，插曲很好听，但觉得不能当侦探悬疑去看，推理部分不多，更多是人性吧，感觉以后再出4可以去追一下！,null,Ldnna,4,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
泸州,没有大家说的那么差，只能说情节比较常规，故事不够精彩，逻辑也很简单，特色不足,null,穷的伤心。,4,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
南京,花那么多钱拍的电影真心不怎么样，本来不想看的，小孩子要看，就一起去看了，原来看评价说不怎么样，但是还是抱着侥幸心理陪着孩子一起去看了～果然网友们说的都是非常中肯的实话，浪费时间，浪费钱。不过还好初七才去看，没有过早的花接近上百块去买一张票，这是唯一值得庆幸的事情了。,2,米兰名灯汇,2.5,2021-02-18 18:35,3,"{'fixed': [{'id': 4, 'name': '购票'}]}"
西平,要搞笑就别最后强行煽情,null,Aruyone,0.5,2021-02-18 18:35,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
天津,还行吧 但是没有前两部好看,null,tTH365084749,5,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
建湖,还不错，期待探案4,null,勒布朗高达,4.5,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邵武,好，很好，很好满意，很喜欢，很不错,1,zzc张志辰,5,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
珠海,纯粹骗钱，不能看,1,STANMESS,1.5,2021-02-18 18:35,2,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
常州,怎么说呢，期待4。,null,cPq311621156,4.5,2021-02-18 18:35,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
嵩明县,没有前两部好看,null,zmb654422708,3,2021-02-18 18:35,1,"{'fixed': [{'id': 4, 'name': '购票'}]}"
北流,有点喜剧而又有点悬疑的电影，good,1,莫拾,4.5,2021-02-18 18:35,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
苏州,挺好的。。。。,1,Tz哲,4.5,2021-02-18 18:35,3,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
儋州,不错，大家都笑了,null,小乐子191,4,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
昆明,没第二部好看,1,dWE716601330,5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
常州,个人觉得挺好的，有情节，有笑点，有画面,null,Gji502892464,5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
嘉兴,还行吧，情节尚可，期望值没那么高,null,ipse,4,2021-02-18 18:34,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
淄博,还可以吧，没想象好看,2,崔琳琳339,4.5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
祁东县,很好看。,null,RHc199334613,4.5,2021-02-18 18:34,2,null
重庆,好  我等哈在写 好看,2,有人说我长的帅,5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
祁东县,很好看。,null,RHc199334613,4.5,2021-02-18 18:34,2,null
重庆,好  我等哈在写 好看,2,有人说我长的帅,5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
武汉,期间蛮搞笑的，后期蛮感人，最后结局刘德华露个脸,null,安琪儿BB,5,2021-02-18 18:34,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
广元,还可以，没看完,null,ddaq002,4,2021-02-18 18:34,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
宜宾,挺好看    ,2,囍厌9,4,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
石嘴山,很好看哦！👍,null,HJP174882493,4.5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
邯郸,唐探四给我好好搞,2,深海Land,4.5,2021-02-18 18:34,1,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
温州,"喜欢这个节目
",null,NAz661206589,4.5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
贵阳,挺好看的，很搞笑，刘昊然很帅啊，演技都很好，期待下一季哈哈,2,kkkkvwww,4,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
济南,我觉得很好看，老少皆宜，尤其是停尸间那场戏,null,早安1992姑娘,4.5,2021-02-18 18:34,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
江阴,一般般，中间都是日语，看字幕有点累,2,夏日柠檬好萌,3.5,2021-02-18 18:33,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
沈阳,一般吧，看困了，没感觉有笑点。不能当喜剧看，可以当悬疑推理剧。不怎么烧脑，剧情能猜出大概。可能是期望太高了吧,1,谁呀，咋的啦752,3.5,2021-02-18 18:33,2,"{'fixed': [{'id': 4, 'name': '购票'}]}"
洛阳,真的很好看 有很大反转 反正看就对了！,null,Efc756735811,5,2021-02-18 18:33,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
徐州,推荐，真的特好看,null,Terminator,5,2021-02-18 18:33,2,"{'fixed': [{'id': 1, 'name': '购票好评'}, {'id': 4, 'name': '购票'}]}"
玉环市,不怎么好看。,2,还能如初见,2,2021-02-18 18:33,1,"{'fixed': [{'id': 2, 'name': '购票差评'}, {'id': 4, 'name': '购票'}]}"
保定,不怎么样，发自真心。。。。。,null,静音何处寻,0.5,2021-02-18 18:33,0,null
